DJMOVE,DJHIGH,DJLOW,DJTREND,RESULT,LABEL
-0.638086473,-1.031683418,0.022303034,-1,-0.097378666,0
-0.097378666,-0.291203368,0.605906148,1,-0.648599369,-1
-0.648599369,-0.98563508,0.556103337,-1,0.426981843,0
0.426981843,-0.181306095,0.918742918,1,-0.267941828,0
-0.267941828,-0.552094821,0.402937429,-1,-0.350362655,0
-0.350362655,-0.70673789,0.400544006,-1,0.152892011,0
0.152892011,-0.039635726,0.589275213,1,-1.558592515,-1
-1.558592515,-1.88806309,0.030134493,-1,-2.136298701,-1
-2.136298701,-2.349279214,0.219503722,-1,0.69778686,1
0.69778686,-0.013346212,1.868678485,1,1.320821065,1
1.320821065,-0.125987799,1.747438007,1,0.326565002,0
0.326565002,-0.652756941,0.343671648,-1,-1.061225733,-1
-1.061225733,-1.546798533,0.166439206,-1,0.661561869,1
0.661561869,-0.321121767,0.881199966,1,0.645623222,1
0.645623222,-0.272512307,1.956732915,1,0.791990849,1
0.791990849,-0.736664067,1.031235859,1,-0.0514848,0
-0.0514848,-0.526476416,0.429570609,-1,0.928107322,1
0.928107322,-0.289415112,0.937524376,1,-0.224860645,0
-0.224860645,-0.297501699,0.167448419,-1,0.290045202,0
0.290045202,-0.314847387,0.467052389,1,-0.892666954,-1
-0.892666954,-1.0010691,0.099014825,-1,0.243578435,0
0.243578435,-0.152187598,0.334662383,1,-0.138974428,0
-0.138974428,-0.530079792,0.07841704,-1,0.207925135,0
0.207925135,-0.200122683,0.805855937,1,-0.118391108,0
-0.118391108,-0.32322579,0.43612265,1,0.509808898,1
0.509808898,-0.247985864,0.712255264,1,0.400882252,0
0.400882252,-0.255817746,0.466018388,1,-0.0195583,0
-0.0195583,-0.244848336,0.281673771,1,0.318032425,0
0.318032425,-0.04778767,0.726069257,1,-0.654712749,-1
-0.654712749,-0.658356879,0.53322594,-1,0.996892508,1
0.996892508,-0.069492116,1.103403608,1,0.32057645,0
0.32057645,-0.250784437,0.375609365,1,0.084482571,0
0.084482571,-0.264889416,0.201239724,-1,0.038931175,0
0.038931175,-0.132199853,0.328375232,1,0.815763075,1
0.815763075,-0.241226988,1.034496464,1,-0.170696684,0
-0.170696684,-0.287645621,0.322771688,1,0.096485916,0
0.096485916,-0.045105722,0.712619214,1,0.018777889,0
0.018777889,-0.244862655,0.242443923,-1,0.372583756,0
0.372583756,-0.017981297,0.872974122,1,-0.062223808,0
-0.062223808,-0.130468989,0.410133531,1,0.731577179,1
0.731577179,-0.075004455,0.769344637,1,0.200829275,0
0.200829275,-0.168405498,0.302987279,1,-0.416500122,0
-0.416500122,-0.827083452,0.120106828,-1,-0.264465443,0
-0.264465443,-0.268043003,0.567316021,1,0.166639193,0
0.166639193,-0.342361559,0.349432158,1,0.422015831,0
0.422015831,-0.023297941,0.519743214,1,0.397860854,0
0.397860854,-0.02137767,0.484145835,1,0.378589799,0
0.378589799,-0.045441201,0.483904311,1,0.11265671,0
0.11265671,-0.070589729,0.333008413,1,-0.175319811,0
-0.175319811,-0.200163767,0.082008277,-1,-1.084656547,-1
-1.084656547,-1.435761125,0.039593065,-1,-1.039354803,-1
-1.039354803,-1.273854752,0.644173654,-1,0.602918826,1
0.602918826,-0.288506455,0.916872981,1,0.138209272,0
0.138209272,-0.338109475,0.437268479,1,1.200171145,1
1.200171145,-0.083823283,1.234912795,1,-0.518281275,-1
-0.518281275,-0.520055487,0.044843147,-1,0.106514954,0
0.106514954,-0.130600132,0.718429968,1,0.025795036,0
0.025795036,-0.194493621,0.435331666,1,0.743942228,1
0.743942228,-0.334855004,1.000432023,1,-0.137624067,0
-0.137624067,-0.463132055,0.456707859,-1,0.236668397,0
0.236668397,-0.315826396,0.37200915,1,0.142421012,0
0.142421012,-0.218870807,0.364306887,1,0.052045443,0
0.052045443,-0.195997623,0.104496125,-1,0.421118079,0
0.421118079,-0.014688959,0.534936036,1,0.282472792,0
0.282472792,-0.161297845,0.395621088,1,0.27287954,0
0.27287954,-0.097970026,0.294013001,1,-0.18659568,0
-0.18659568,-0.270732845,0.035082155,-1,0.379336736,0
0.379336736,-0.013968592,0.418062693,1,0.022786869,0
0.022786869,-0.391168277,0.042016998,-1,-0.659063511,-1
-0.659063511,-0.7234778,0.138866606,-1,0.375674876,0
0.375674876,-0.009765321,0.709464878,1,1.061823018,1
1.061823018,-0.038182037,1.119188831,1,-0.888727976,-1
-0.888727976,-0.986470949,0.610183094,-1,0.662414381,1
0.662414381,-0.195176278,1.036154605,1,-0.362019396,0
-0.362019396,-0.722531397,0.027843456,-1,0.975592655,1
0.975592655,-0.2180118,2.428119788,1,0.545742945,1
0.545742945,-0.078420684,0.65781105,1,-0.519819073,-1
-0.519819073,-0.839022785,0.088550113,-1,0.30438506,0
0.30438506,-0.115480703,0.326421617,1,0.216920415,0
0.216920415,-0.277153906,0.692042244,1,0.325322518,0
0.325322518,-0.219366001,0.655557172,1,0.731806981,1
0.731806981,-0.074962544,0.745494644,1,0.080200183,0
0.080200183,-0.299990817,0.1055263,-1,-0.396355682,0
-0.396355682,-0.410819287,0.235286852,-1,-0.120067988,0
-0.120067988,-0.558177574,0.041138579,-1,0.079814046,0
0.079814046,-0.090742516,0.706109835,1,-0.658438753,-1
-0.658438753,-1.046835606,0.473363425,-1,-0.743950573,-1
-0.743950573,-0.87682411,0.251384159,-1,0.807294653,1
0.807294653,-0.268043312,0.818714271,1,-0.110436472,0
-0.110436472,-0.616953467,0.16613078,-1,0.310305991,0
0.310305991,-0.164454844,1.294448951,1,-2.012121212,-1
-2.012121212,-2.206860797,0.474103966,-1,0.683647442,1
0.683647442,-0.735967477,0.804206817,1,1.539653956,1
1.539653956,-0.194679139,1.791460833,1,1.558675904,1
1.558675904,-0.032548618,1.917479443,1,0.258167516,0
0.258167516,-0.468431979,0.495055599,1,-1.053619944,-1
-1.053619944,-1.087224055,0.137736638,-1,0.77857645,1
0.77857645,-0.02222336,1.365371636,1,0.021147716,0
0.021147716,-0.548137857,0.229583391,-1,0.903395514,1
0.903395514,-0.023635234,1.070611842,1,-0.290634206,0
-0.290634206,-0.348012301,0.657909575,1,-0.160430385,0
-0.160430385,-0.412355356,0.445792025,1,-0.454021317,0
-0.454021317,-0.530238788,0.403421232,-1,0.330903471,0
0.330903471,-0.222785154,0.340852747,1,-0.661476282,-1
-0.661476282,-0.875707894,0.821093502,-1,-0.564121464,-1
-0.564121464,-0.633853288,0.402236184,-1,-2.643751509,-1
-2.643751509,-2.721668352,0.268441801,-1,-2.873344826,-1
-2.873344826,-3.904131412,0.554818161,-1,-0.966339037,-1
-0.966339037,-2.221978531,0.811282328,-1,-4.712957073,-1
-4.712957073,-5.25330798,0.101896935,-1,0.129072617,0
0.129072617,-0.888852678,3.485014022,1,5.330109356,1
5.330109356,-0.979599778,6.435675422,1,-2.583820085,-1
-2.583820085,-4.369194699,0.73350594,-1,4.511997608,1
4.511997608,-0.422639699,4.879557274,1,-3.155036746,-1
-3.155036746,-3.338837183,0.582207121,-1,-1.365117435,-1
-1.365117435,-1.844947466,2.387778079,1,-5.091508019,-1
-5.091508019,-5.190285646,1.522998551,-1,4.629640145,1
4.629640145,-0.724617726,6.020938726,1,-5.237022619,-1
-5.237022619,-5.284386551,1.164035185,-1,-10.35641125,-1
-10.35641125,-11.52275098,0.62872404,-1,10.42480436,1
10.42480436,-0.505178435,13.00035434,1,-10.27988953,-1
-10.27988953,-10.3673935,1.722615875,-1,2.758258331,1
2.758258331,-1.924737591,5.452307649,1,-4.337928382,-1
-4.337928382,-4.661974652,5.797173535,1,-0.067493926,0
-0.067493926,-2.573420997,5.40573321,1,-2.851558935,-1
-2.851558935,-8.811387745,0.358645756,-1,1.418772345,1
1.418772345,-6.431094945,2.610621393,-1,10.50011472,1
10.50011472,-0.192438094,10.60279957,1,1.693719837,1
1.693719837,-3.955074445,3.670050766,-1,5.980843659,1
5.980843659,-0.363063716,8.940732701,1,-4.495328467,-1
-4.495328467,-4.653426447,0.671264501,-1,6.426774197,1
6.426774197,-0.243173076,6.426774197,1,-2.21597193,-1
-2.21597193,-3.105347727,0.043675407,-1,-4.374947307,-1
-4.374947307,-4.396937389,0.407501491,-1,2.06444758,1
2.06444758,-0.439232046,3.75164398,1,-1.593127181,-1
-1.593127181,-1.874980789,0.977684823,-1,7.009183239,1
7.009183239,-0.752989307,7.009183239,1,0.131215011,0
0.131215011,-4.098444037,0.927594544,-1,3.521527014,1
3.521527014,-0.601909471,4.493381709,1,1.414736623,1
1.414736623,-1.134148576,2.565022143,1,-2.009637327,-1
-2.009637327,-2.047444874,1.488060177,-1,2.366905042,1
2.366905042,-0.147524779,2.710745669,1,-2.275300659,-1
-2.275300659,-2.281513059,1.242005547,-1,0.31827448,0
0.31827448,-1.058894016,1.39936676,1,0.088201457,0
0.088201457,-0.693879338,1.916763345,1,-2.239873204,-1
-2.239873204,-2.914144737,0.197243346,-1,-2.298041696,-1
-2.298041696,-3.168299526,0.464075354,-1,1.636844061,1
1.636844061,-0.626734549,2.345584805,1,-0.115165273,0
-0.115165273,-1.80670807,0.460660912,-1,1.475444414,1
1.475444414,-0.248473274,2.151445795,1,1.045869006,1
1.045869006,-0.437895064,1.94533539,1,0.139100569,0
0.139100569,-1.600247377,0.679581621,-1,2.175571571,1
2.175571571,-0.373599959,2.441689146,1,-1.831360275,-1
-1.831360275,-2.26712128,0.622404151,-1,-1.684081268,-1
-1.684081268,-1.889019485,0.372156171,-1,0.866659852,1
0.866659852,-0.364787547,1.548006068,1,0.710931468,1
0.710931468,-1.242035581,0.778113192,-1,-0.985026144,-1
-0.985026144,-1.999809171,0.052942009,-1,1.385614693,1
1.385614693,-0.630862455,1.782230579,1,1.717610136,1
1.717610136,-0.047243552,1.817085036,1,-0.298179716,0
-0.298179716,-1.386388651,0.645347629,-1,-2.216740627,-1
-2.216740627,-2.927869727,0.071716294,-1,-1.32200269,-1
-1.32200269,-2.576572197,0.793532427,-1,1.237463455,1
1.237463455,-0.237753418,3.658994188,1,0.002203229,0
0.002203229,-0.655610742,1.190374622,1,3.885563559,1
3.885563559,-0.543135813,4.066318565,1,-1.372156269,-1
-1.372156269,-2.44439102,0.128085533,-1,1.599572103,1
1.599572103,-0.284383646,1.799487352,1,-0.691093035,-1
-0.691093035,-1.124956914,0.341338264,-1,0.210939979,0
0.210939979,-0.321345972,1.335980402,1,1.190211795,1
1.190211795,-0.460809541,1.556009451,1,2.130370076,1
2.130370076,-0.028167132,2.506625477,1,-0.403226436,0
-0.403226436,-1.325221428,0.559118157,-1,0.114668185,0
0.114668185,-0.023834921,1.915935881,1,0.868568824,1
0.868568824,-0.198871911,1.48097785,1,0.934063563,1
0.934063563,-0.079345291,1.60532832,1,2.00973439,1
2.00973439,-0.36823316,2.11524236,1,-0.01252127,0
-0.01252127,-0.427292443,0.761000216,1,2.997010975,1
2.997010975,-0.93790473,3.263729074,1,1.676937549,1
1.676937549,-0.135145082,1.835897057,1,-1.125446459,-1
-1.125446459,-1.299026535,0.502118508,-1,-1.153261028,-1
-1.153261028,-1.946255727,0.185708647,-1,-6.522465859,-1
-6.522465859,-6.69725124,0.46687828,-1,1.326696085,1
1.326696085,-1.582814954,1.898721051,1,2.504259559,1
2.504259559,-0.253005087,5.168376904,1,1.804958938,1
1.804958938,-1.756005738,2.051733916,1,-0.396945693,0
-0.396945693,-1.799605453,0.355086847,-1,-0.34813377,0
-0.34813377,-0.917057319,1.124298454,1,-1.43631708,-1
-1.43631708,-2.969252577,0.079009457,-1,2.397151573,1
2.397151573,-0.006015257,2.936515449,1,0.255035034,0
0.255035034,-1.045811003,1.961842617,1,-2.107294821,-1
-2.107294821,-2.717014914,0.971749402,-1,0.837109749,1
0.837109749,-0.257820803,2.33817014,1,-2.251785774,-1
-2.251785774,-2.682093992,0.476616324,-1,2.841185226,1
2.841185226,-0.047078923,3.018879757,1,0.601505873,1
0.601505873,-0.520870328,1.328089028,1,-0.297840973,0
-0.297840973,-1.245217169,0.735681205,-1,0.744489319,1
0.744489319,-1.258307961,0.939974258,-1,1.892787132,1
1.892787132,-0.061823062,1.91442384,1,-1.463129331,-1
-1.463129331,-1.915531903,0.110414235,-1,0.774389424,1
0.774389424,-0.047915834,1.207983153,1,-1.67983649,-1
-1.67983649,-1.738233175,0.683785134,-1,1.497410721,1
1.497410721,-0.042014988,2.693491009,1,-0.431825662,0
-0.431825662,-2.005126452,0.288904877,-1,1.77982634,1
1.77982634,-0.305322747,2.368278503,1,0.268473794,0
0.268473794,-1.051733731,0.766552873,-1,-0.859458315,-1
-0.859458315,-1.078016414,0.360275371,-1,-0.221859951,0
-0.221859951,-0.789161457,0.020662088,-1,0.343332508,0
0.343332508,-0.046551247,1.182707778,1,0.40191074,0
0.40191074,-0.675171179,0.541306604,-1,0.63262996,1
0.63262996,-0.1342689,1.359772946,1,-1.241847606,-1
-1.241847606,-1.91723884,0.323922802,-1,-0.851860272,-1
-0.851860272,-1.081938694,0.116334571,-1,0.595867477,1
0.595867477,-0.138837721,0.968400908,1,-0.873047107,-1
-0.873047107,-1.138561355,0.142034515,-1,0.539675422,1
0.539675422,-0.214026357,0.975512718,1,-0.941221544,-1
-0.941221544,-0.94670156,1.294900792,1,-0.393982768,0
-0.393982768,-0.442745315,1.637599745,1,0.671970405,1
0.671970405,-0.144192948,1.384550816,1,0.613341586,1
0.613341586,-0.054070652,1.029249071,1,1.160508802,1
1.160508802,-0.225885991,1.441128129,1,0.870959724,1
0.870959724,-0.038426029,1.348475487,1,0.229296104,0
0.229296104,-0.132769143,0.837001004,1,1.308182755,1
1.308182755,-0.127579511,1.534269297,1,-0.201896836,0
-0.201896836,-1.610981212,0.282194828,-1,0.642932602,1
0.642932602,-0.331333872,0.921028545,1,-0.078586728,0
-0.078586728,-0.385584469,0.401226859,1,-0.173855363,0
-0.173855363,-0.409172818,0.701737905,1,-0.26674306,0
-0.26674306,-0.533771989,0.1386417,-1,-0.18039925,0
-0.18039925,-0.672349785,0.427555883,-1,-0.368705803,0
-0.368705803,-0.803962864,0.177351206,-1,0.193195948,0
0.193195948,-0.165866968,1.014066102,1,0.576106185,1
0.576106185,-0.164549388,1.4081519,1,1.145869945,1
1.145869945,-0.104173104,1.281777712,1,-0.146455076,0
-0.146455076,-1.016498249,0.528624199,-1,0.401737807,0
0.401737807,-0.0230215,0.756644982,1,0.516619763,1
0.516619763,-0.441782551,0.990931282,1,0.349260842,0
0.349260842,-0.384472807,0.570405814,1,-0.84187679,-1
-0.84187679,-1.266210775,0.30334437,-1,0.867812694,1
0.867812694,-0.057562972,1.290503017,1,1.589736448,1
1.589736448,-0.204002774,1.632267548,1,-2.494768966,-1
-2.494768966,-2.878994941,1.020834224,-1,-0.829718661,-1
-0.829718661,-1.794398312,1.583505826,-1,-2.70338055,-1
-2.70338055,-3.085097025,0.287568925,-1,2.309990953,1
2.309990953,-0.775666478,2.909983363,1,-1.471158261,-1
-1.471158261,-2.193644111,0.410251252,-1,0.116181153,0
0.116181153,-0.765361577,0.632435176,-1,0.843142129,1
0.843142129,-0.329460898,1.013865997,1,0.193183342,0
0.193183342,-0.779887361,0.34757112,-1,0.046333699,0
0.046333699,-1.118451667,0.318386593,-1,-0.475688102,0
-0.475688102,-0.621179886,1.432529495,1,-0.598521603,-1
-0.598521603,-0.945715664,0.880744239,-1,-1.797713997,-1
-1.797713997,-2.149641054,1.761515637,-1,0.386589067,0
0.386589067,-0.241638061,1.041308472,1,-2.009593258,-1
-2.009593258,-2.538684052,0.392936501,-1,0.164046623,0
0.164046623,-0.952349323,1.143502692,1,1.085095082,1
1.085095082,-0.244909466,2.349989812,1,1.384417009,1
1.384417009,-0.428321521,1.464645834,1,-0.324231137,0
-0.324231137,-0.741105793,0.722437675,-1,0.782609328,1
0.782609328,-1.163996432,1.983011907,1,0.246875221,0
0.246875221,-0.95743961,0.531444396,-1,-0.458489663,0
-0.458489663,-0.627330642,1.62951016,1,1.016605478,1
1.016605478,-0.151028274,1.271468777,1,-1.10571313,-1
-1.10571313,-1.900118151,0.317491575,-1,2.297471191,1
2.297471191,-0.241352703,2.321289892,1,0.461006232,0
0.461006232,-0.498510316,0.564377817,1,0.409912232,0
0.409912232,-0.137055572,0.703176515,1,1.173661291,1
1.173661291,-0.125148925,1.322637231,1,-0.733140112,-1
-0.733140112,-0.783063026,0.372365833,-1,-0.547111529,-1
-0.547111529,-1.089915421,0.24105396,-1,-0.109350904,0
-0.109350904,-0.218777319,1.260210118,1,0.008942593,0
0.008942593,-1.1285471,0.264568681,-1,-1.299780396,-1
-1.299780396,-1.978036258,0.268372556,-1,-0.081143885,0
-0.081143885,-1.019973237,0.189754598,-1,-0.146854556,0
-0.146854556,-0.812862844,0.210873182,-1,0.478352309,0
0.478352309,-0.196965236,1.303703158,1,-0.493920108,0
-0.493920108,-0.705573501,0.506453165,-1,-1.900147674,-1
-1.900147674,-1.943589738,1.233222086,-1,-0.879257615,-1
-0.879257615,-1.34805953,0.111635241,-1,-2.789065143,-1
-2.789065143,-2.871763303,0.259375433,-1,-0.098736129,0
-0.098736129,-1.223630415,1.156144753,-1,0.572918622,1
0.572918622,-0.311847052,1.845406499,1,1.717502484,1
1.717502484,-0.533460526,2.357936154,1,1.757342946,1
1.757342946,-0.815943313,1.823706581,1,1.233552022,1
1.233552022,-1.561770802,3.131245651,1,1.947076611,1
1.947076611,-0.117573608,2.553376204,1,-0.279384358,0
-0.279384358,-0.75377107,0.980814827,1,2.498998252,1
2.498998252,-3.022089688,2.684597152,-1,0.865045826,1
0.865045826,-0.146137157,1.969148164,1,-0.039295214,0
-0.039295214,-0.76227573,0.538041215,-1,-0.974652745,-1
-0.974652745,-0.996578604,0.879130781,-1,1.232949849,1
1.232949849,-0.263865017,1.889033929,1,1.516745793,1
1.516745793,-0.338511889,1.533728146,1,-0.489961352,0
-0.489961352,-0.562285199,0.945992901,1,-1.128391376,-1
-1.128391376,-1.744242813,0.052822594,-1,0.132750089,0
0.132750089,-0.219212621,0.773240508,1,-0.418158329,0
-0.418158329,-1.014231833,0.036668324,-1,1.363092847,1
1.363092847,-0.230957477,1.48999166,1,1.524827082,1
1.524827082,-0.18113054,1.555764465,1,-0.590941253,-1
-0.590941253,-1.045942044,0.301010401,-1,0.293135467,0
0.293135467,-0.278239743,0.676225189,1,-0.96273433,-1
-0.96273433,-1.066725993,0.736740662,-1,0.331166961,0
0.331166961,-1.002310915,0.475947398,-1,0.428279205,0
0.428279205,-0.080075506,0.933722545,1,0.276151626,0
0.276151626,-0.388603631,0.74324295,1,0.672419499,1
0.672419499,-0.188574945,0.719397825,1,-0.402701065,0
-0.402701065,-0.743303751,0.277078482,-1,0.569104897,1
0.569104897,-0.236544514,1.03887853,1,-0.588905725,-1
-0.588905725,-0.871102812,0.313801536,-1,-0.320957362,0
-0.320957362,-0.597975018,0.334887089,-1,0.011647344,0
0.011647344,-0.114697732,1.121332097,1,-0.845350583,-1
-0.845350583,-1.393142498,0.169406817,-1,0.895476537,1
0.895476537,-0.139227408,1.208216232,1,-0.207018931,0
-0.207018931,-0.504048901,0.284011008,-1,0.382736728,0
0.382736728,-0.122759835,0.484570685,1,-0.152645307,0
-0.152645307,-0.322366067,0.737699238,1,-0.688887859,-1
-0.688887859,-0.730535404,2.67253608,1,-0.609320393,-1
-0.609320393,-0.787710018,0.105090436,-1,0.422977783,0
0.422977783,-0.50451523,0.993489049,1,0.043129393,0
0.043129393,-0.174654077,0.332378787,1,1.074260954,1
1.074260954,-0.297504965,1.173430564,1,-0.184242945,0
-0.184242945,-0.771360132,0.318772362,-1,0.105336897,0
0.105336897,-0.359033203,0.318266277,-1,0.568741118,1
0.568741118,-0.095354686,0.878523377,1,-1.242282967,-1
-1.242282967,-1.897289634,1.131413972,-1,0.53570816,1
0.53570816,-0.376311316,1.012175658,1,1.549732731,1
1.549732731,-0.507658897,1.982507874,1,0.457587784,0
0.457587784,-0.481768219,0.78222975,1,0.286027149,0
0.286027149,-0.39767984,1.093611317,1,-0.093262984,0
-0.093262984,-0.286823277,0.950407232,1,0.153199605,0
0.153199605,-0.124810812,0.629902976,1,0.037061102,0
0.037061102,-0.295387997,0.315308025,1,-0.271774894,0
-0.271774894,-0.667746226,0.084024152,-1,-0.849973436,-1
-0.849973436,-0.952135654,0.501809884,-1,0.241801428,0
0.241801428,-0.542876961,0.246547948,-1,0.789962205,1
0.789962205,-0.109544316,1.065675616,1,0.010587783,0
0.010587783,-0.373941709,0.165714811,-1,-0.47485482,0
-0.47485482,-0.551597083,0.393056225,-1,-0.151699875,0
-0.151699875,-0.439644519,1.356106286,1,0.046850092,0
0.046850092,-0.488458305,0.646996647,1,-2.488386448,-1
-2.488386448,-2.571792927,0.109180882,-1,1.134483915,1
1.134483915,-1.019755513,1.918747976,1,-1.92530267,-1
-1.92530267,-2.159878569,0.328257044,-1,0.994403418,1
0.994403418,-0.545583452,1.740106606,1,1.530461327,1
1.530461327,-0.518671644,1.693899638,1,0.345148601,0
0.345148601,-0.004738609,0.959382661,1,0.957834776,1
0.957834776,-0.022674461,1.43231232,1,0.376834769,0
0.376834769,-0.214416838,0.507528991,1,0.544497067,1
0.544497067,-0.022201165,0.75120975,1,0.025581192,0
0.025581192,-0.109789812,0.513897464,1,0.181588819,0
0.181588819,-0.234056995,0.818632804,1,-0.001590341,0
-0.001590341,-0.312285703,0.627366728,1,0.250112102,0
0.250112102,-0.011845407,0.628857067,1,-0.362050313,0
-0.362050313,-0.619616207,0.273420636,-1,0.213986819,0
0.213986819,-0.09733806,0.85748728,1,-0.351306141,0
-0.351306141,-0.572951893,0.693583742,1,-0.055596516,0
