DJMOVE,DJHIGH,DJLOW,DJTREND,RESULT,LABEL
-0.055596516,-0.521485826,0.371547248,-1,-0.001458224,0
-0.001458224,-0.32552037,0.960710041,1,-0.041185309,0
-0.041185309,-0.389829461,1.242309818,1,1.504473393,1
1.504473393,-0.020198445,2.031886503,1,-1.704151754,-1
-1.704151754,-1.998114848,0.47771323,-1,-1.411823384,-1
-1.411823384,-1.876833761,0.194719714,-1,1.703616835,1
1.703616835,-0.374372768,1.894435066,1,-0.381710719,0
-0.381710719,-0.542275868,0.431905787,-1,-0.429759711,0
-0.429759711,-1.162319607,0.081637854,-1,-1.036020171,-1
-1.036020171,-1.620973875,1.351220435,-1,1.896500345,1
1.896500345,-0.194725538,2.755321042,1,0.742417453,1
0.742417453,-0.833731515,1.791655495,1,-0.183335993,0
-0.183335993,-0.965053919,0.051849717,-1,1.545368759,1
1.545368759,-0.092679267,1.934153666,1,0.412501075,0
0.412501075,-0.468496453,0.728221397,1,0.926389798,1
0.926389798,-0.080637965,1.249471399,1,0.354111154,0
0.354111154,-0.06836456,0.980883769,1,-0.211665791,0
-0.211665791,-0.318735017,0.283101685,-1,0.524865711,1
0.524865711,-0.041025452,0.777993385,1,-0.275744992,0
-0.275744992,-0.940521802,0.245240087,-1,-0.911721668,-1
-0.911721668,-1.142216125,0.270567838,-1,0.554026839,1
0.554026839,-0.142393445,1.033843081,1,-0.972040219,-1
-0.972040219,-1.071782772,0.305971192,-1,-0.038506919,0
-0.038506919,-1.025154597,0.302708373,-1,0.600919746,1
0.600919746,-0.052712943,1.81182971,1,1.271508188,1
1.271508188,-0.040897981,1.474782389,1,0.373422358,0
0.373422358,-0.213733946,0.967560099,1,-0.387212423,0
-0.387212423,-0.551524661,0.248531721,-1,-0.139347259,0
-0.139347259,-0.474961743,0.068591161,-1,0.428516698,0
0.428516698,-0.002983745,0.653727044,1,0.526214532,1
0.526214532,-0.232639774,0.810231964,1,-0.311732292,0
-0.311732292,-0.418653261,0.134964293,-1,0.056968153,0
0.056968153,-0.173029483,0.347954969,1,0.301161113,0
0.301161113,-0.017912874,0.627065339,1,0.564708507,1
0.564708507,-0.152455398,0.807143841,1,-0.073852652,0
-0.073852652,-0.157417412,0.236374181,1,-0.185048853,0
-0.185048853,-0.390292973,0.439730284,1,0.215931443,0
0.215931443,-0.425559536,0.399319542,-1,0.777271381,1
0.777271381,-0.129231127,0.793839363,1,0.365035551,0
0.365035551,-0.239371003,0.537076032,1,0.013101301,0
0.013101301,-0.093280417,0.451932176,1,-0.859903549,-1
-0.859903549,-1.067333891,0.378703429,-1,0.848873163,1
0.848873163,-0.160966106,1.095645968,1,-0.791986234,-1
-0.791986234,-0.965593,0.307028597,-1,0.564851996,1
0.564851996,-0.427392727,0.884137605,1,-0.196887295,0
-0.196887295,-0.509594334,0.106109162,-1,-0.169027087,0
-0.169027087,-0.440026519,0.17146379,-1,-0.303828089,0
-0.303828089,-0.443256527,0.045762124,-1,0.597276075,1
0.597276075,-0.165006533,0.864038404,1,-0.339545662,0
-0.339545662,-0.383425143,0.386328734,1,0,0
